INDIVIDUAL_ID,ACCT_SUSPD_DATE
15046.0,2022-10-11
13562.0,2022-04-24
12431.0,2022-10-31
15359.0,2022-01-14
18106.0,2022-09-11
12789.0,2021-12-23
15771.0,2022-01-21
16452.0,2022-10-31
14324.0,2022-11-24
17871.0,2022-08-30
12631.0,2022-07-19
17227.0,2022-03-30
12860.0,2022-05-01
17454.0,2022-04-11
15224.0,2022-11-13
12813.0,2022-09-17
15489.0,2022-06-08
14451.0,2022-06-26
14421.0,2022-10-14
17801.0,2022-04-18
16595.0,2022-09-09
13907.0,2022-11-24
16510.0,2022-08-31
14420.0,2022-11-28
16524.0,2022-08-21
16166.0,2022-06-18
16434.0,2022-01-26
13869.0,2021-12-26
13616.0,2022-04-20
17591.0,2022-06-10
14892.0,2022-02-24
12877.0,2022-09-16
14441.0,2022-09-14
14754.0,2022-03-18
15747.0,2022-09-27
15795.0,2022-11-21
18057.0,2022-03-25
14461.0,2022-07-25
14442.0,2022-04-12
17966.0,2022-10-30
15164.0,2022-07-11
17048.0,2022-06-09
17773.0,2022-07-02
16954.0,2022-02-24
15375.0,2022-04-27
14343.0,2022-11-01
15697.0,2022-06-16
16867.0,2022-04-24
16287.0,2022-11-15
15198.0,2022-09-18
13877.0,2022-01-29
12470.0,2021-12-12
17769.0,2022-11-20
17706.0,2022-08-09
12468.0,2022-09-20
14715.0,2022-10-29
12589.0,2022-06-11
16087.0,2022-06-21
14472.0,2022-09-25
13555.0,2022-10-21
12733.0,2022-05-31
14413.0,2022-04-18
13315.0,2021-12-12
17245.0,2022-09-01
17307.0,2022-06-21
17963.0,2022-08-14
14983.0,2021-12-29
13397.0,2022-03-31
12987.0,2022-06-27
13027.0,2022-05-30
16727.0,2022-02-08
14556.0,2022-04-24
14388.0,2022-06-10
17220.0,2022-03-11
17356.0,2022-09-22
17794.0,2022-05-25
15191.0,2022-11-12
14649.0,2022-11-28
14595.0,2022-02-23
16085.0,2022-09-08
13982.0,2022-11-09
17875.0,2021-12-24
16634.0,2022-01-30
14207.0,2022-05-20
15095.0,2022-05-18
12986.0,2021-12-16
14431.0,2022-09-20
14714.0,2022-04-18
14530.0,2022-03-29
14320.0,2022-09-29
15910.0,2022-08-19
13527.0,2022-01-29
15885.0,2022-01-15
14064.0,2022-04-14
15296.0,2022-01-02
14439.0,2022-04-14
13543.0,2022-09-16
15682.0,2022-12-02
17320.0,2022-10-01
15126.0,2022-09-08
17180.0,2022-04-14
13413.0,2022-10-02
13192.0,2022-09-17
14854.0,2022-11-02
16229.0,2022-08-30
14274.0,2022-02-13
17460.0,2022-12-02
12531.0,2022-04-13
13889.0,2022-09-23
14640.0,2022-08-23
14837.0,2022-05-24
17242.0,2022-06-14
17618.0,2022-05-13
17335.0,2022-08-22
17780.0,2022-01-28
16950.0,2022-10-02
12916.0,2022-01-27
13036.0,2022-07-31
14879.0,2022-11-19
12703.0,2022-04-28
13249.0,2021-12-18
15727.0,2022-05-10
15711.0,2022-03-26
14701.0,2021-12-18
16255.0,2022-02-21
14070.0,2022-10-31
17071.0,2022-07-02
14522.0,2022-06-17
17141.0,2022-11-22
13209.0,2022-01-28
15696.0,2022-06-02
13729.0,2022-03-25
14044.0,2022-10-13
17142.0,2022-06-02
15434.0,2022-11-11
15483.0,2022-07-02
14986.0,2022-08-31
17584.0,2022-08-21
14870.0,2022-07-25
15303.0,2022-11-13
13488.0,2021-12-15
17810.0,2022-09-15
18199.0,2022-09-25
13477.0,2021-12-20
16795.0,2022-10-18
17419.0,2022-05-12
16004.0,2022-09-02
14628.0,2022-10-18
15611.0,2022-07-31
14376.0,2022-11-21
12857.0,2021-12-22
14538.0,2022-08-17
17218.0,2022-12-01
13650.0,2022-03-11
15259.0,2022-08-28
13971.0,2022-10-29
15218.0,2022-09-20
15950.0,2022-08-30
17353.0,2022-01-09
17536.0,2022-08-28
15003.0,2022-03-20
16481.0,2022-09-16
13459.0,2022-08-18
16281.0,2022-03-17
12905.0,2022-04-27
12361.0,2022-06-29
17059.0,2022-01-23
15845.0,2022-03-21
17050.0,2022-04-29
17726.0,2022-07-09
13514.0,2022-04-12
15766.0,2022-10-17
15959.0,2022-06-25
12745.0,2022-05-17
16154.0,2022-01-19
12606.0,2022-02-25
13054.0,2022-02-02
12454.0,2022-07-09
15383.0,2022-02-09
12706.0,2022-11-01
12404.0,2022-05-14
16840.0,2022-08-30
12382.0,2022-09-20
12466.0,2021-12-23
16291.0,2022-10-15
12555.0,2022-04-11
12858.0,2022-06-24
14912.0,2022-03-31
12846.0,2022-10-10
16575.0,2022-09-26
13664.0,2022-06-25
16047.0,2022-01-09
12792.0,2022-02-09
12696.0,2022-10-31
17130.0,2022-06-08
15357.0,2022-04-10
13776.0,2022-08-30
13528.0,2022-09-30
14380.0,2022-05-14
14079.0,2022-01-21
17672.0,2021-12-11
12497.0,2022-03-28
15702.0,2022-10-16
14358.0,2022-03-13
12570.0,2022-04-26
15073.0,2022-03-25
13698.0,2022-11-26
16051.0,2021-12-31
14365.0,2022-05-09
12873.0,2022-10-28
15695.0,2021-12-14
15638.0,2022-03-13
15798.0,2022-03-13
14551.0,2022-05-09
12869.0,2022-01-13
17604.0,2022-08-22
15389.0,2022-01-10
16430.0,2021-12-17
13048.0,2021-12-23
15797.0,2022-03-16
16320.0,2021-12-13
13101.0,2022-03-26
18016.0,2022-06-30
14167.0,2021-12-11
14279.0,2022-01-20
17695.0,2022-03-19
17982.0,2022-01-11
14672.0,2022-09-08
15563.0,2022-10-25
13820.0,2022-11-14
14613.0,2022-11-01
16326.0,2021-12-25
15544.0,2022-04-20
16137.0,2021-12-28
16535.0,2022-09-13
18194.0,2022-03-20
13615.0,2022-01-28
16262.0,2022-10-29
17905.0,2022-03-16
15861.0,2022-06-29
15192.0,2022-11-27
17943.0,2022-04-24
14469.0,2022-08-24
13851.0,2022-06-12
15487.0,2022-05-28
13480.0,2022-06-01
15251.0,2022-02-17
12823.0,2022-06-26
13583.0,2021-12-19
14249.0,2022-04-11
16673.0,2022-02-07
15182.0,2022-05-12
16390.0,2022-08-12
14068.0,2022-01-11
15943.0,2022-05-13
16923.0,2022-07-26
15013.0,2022-09-12
15588.0,2022-01-30
17137.0,2022-10-14
14481.0,2022-09-02
16014.0,2022-07-15
14820.0,2022-06-02
15385.0,2022-03-23
12483.0,2022-10-30
13443.0,2022-08-29
13392.0,2022-11-11
14306.0,2021-12-23
13897.0,2022-06-10
15338.0,2022-10-23
18212.0,2021-12-29
16655.0,2022-05-23
12668.0,2022-01-18
17107.0,2022-05-30
17176.0,2022-01-13
13478.0,2022-07-18
14637.0,2022-10-24
15022.0,2022-05-24
14370.0,2022-06-02
12810.0,2022-06-11
14047.0,2022-02-15
17365.0,2022-02-17
12800.0,2022-09-26
12711.0,2022-03-12
15416.0,2022-06-24
13511.0,2022-09-02
16415.0,2022-02-12
15512.0,2022-02-02
14821.0,2022-02-16
13156.0,2022-11-15
17361.0,2022-06-29
13628.0,2022-05-13
15480.0,2022-04-17
18064.0,2022-03-11
17350.0,2022-08-01
15564.0,2022-06-02
15803.0,2022-03-12
13584.0,2022-05-30
17146.0,2022-09-26
15279.0,2022-11-02
18175.0,2022-03-26
17163.0,2022-04-25
13975.0,2022-05-15
16300.0,2022-12-01
12848.0,2022-04-18
13538.0,2021-12-29
17876.0,2022-10-20
16454.0,2022-07-20
17092.0,2022-05-25
16067.0,2022-09-29
12805.0,2022-04-15
13553.0,2022-08-10
16928.0,2022-09-28
13757.0,2022-10-21
17311.0,2022-06-19
16081.0,2021-12-17
14399.0,2022-08-26
12396.0,2022-09-17
15448.0,2021-12-16
18101.0,2022-07-13
13619.0,2022-04-09
16834.0,2022-07-13
17690.0,2022-07-25
12840.0,2022-11-26
14545.0,2022-03-20
15023.0,2022-03-01
14038.0,2022-06-28
15591.0,2022-11-12
14497.0,2021-12-17
15732.0,2022-01-30
12373.0,2022-03-17
16583.0,2022-07-16
17281.0,2022-07-27
16383.0,2022-05-19
16412.0,2022-02-22
13783.0,2022-05-20
15167.0,2022-06-29
17138.0,2022-10-02
16986.0,2022-08-25
12500.0,2021-12-23
17309.0,2022-03-23
16266.0,2022-04-08
15365.0,2022-04-08
17328.0,2022-06-01
18267.0,2022-09-15
12853.0,2022-08-22
13009.0,2022-05-12
16147.0,2022-09-17
13658.0,2022-05-24
16704.0,2022-03-23
15784.0,2022-11-14
14682.0,2022-04-28
15660.0,2022-01-01
13700.0,2022-09-28
15580.0,2022-02-16
15422.0,2022-01-20
15584.0,2022-03-25
16788.0,2022-05-23
16225.0,2022-06-15
12402.0,2022-01-18
14562.0,2022-07-01
17550.0,2022-01-30
16082.0,2022-02-01
16212.0,2022-07-17
17342.0,2022-06-11
17504.0,2022-09-11
14227.0,2022-09-22
13497.0,2022-10-31
16161.0,2022-10-21
13870.0,2022-06-02
16246.0,2022-07-29
13417.0,2022-11-16
13304.0,2022-04-17
14884.0,2022-03-27
16078.0,2022-06-25
15339.0,2022-08-17
16781.0,2022-06-15
17514.0,2022-10-31
17294.0,2022-03-25
17647.0,2022-11-02
12524.0,2022-03-13
12665.0,2022-06-11
17319.0,2021-12-19
17774.0,2022-11-10
15892.0,2022-04-20
13119.0,2022-08-19
12370.0,2022-08-22
13131.0,2022-01-18
14609.0,2022-10-12
17577.0,2022-02-18
15082.0,2022-09-20
12645.0,2022-01-17
12621.0,2022-11-26
16344.0,2022-11-12
17731.0,2022-03-13
13976.0,2022-09-15
13242.0,2022-01-18
16419.0,2022-03-17
13985.0,2022-09-23
16873.0,2022-10-27
12663.0,2022-04-15
16530.0,2022-04-27
13092.0,2022-08-12
12932.0,2022-06-22
18058.0,2022-06-13
15176.0,2022-11-24
13164.0,2022-06-16
12776.0,2022-02-11
17201.0,2022-02-20
17575.0,2022-08-28
12474.0,2022-04-11
16577.0,2022-11-23
12670.0,2022-09-17
15765.0,2022-02-12
12567.0,2022-07-13
14115.0,2021-12-20
14072.0,2022-10-26
16992.0,2022-04-27
14301.0,2022-06-22
17685.0,2022-07-26
14190.0,2022-04-21
15244.0,2022-02-26
13288.0,2022-08-30
13551.0,2022-10-18
16839.0,2022-11-30
15807.0,2022-06-20
16978.0,2022-02-27
13629.0,2022-04-15
13291.0,2022-10-29
16553.0,2022-11-02
13815.0,2022-04-25
16895.0,2022-03-23
15293.0,2022-09-12
15504.0,2022-05-31
12695.0,2022-10-14
13223.0,2022-03-30
17226.0,2022-10-19
17547.0,2022-03-23
15278.0,2022-09-09
14103.0,2022-11-16
15288.0,2022-09-30
12976.0,2022-10-17
14827.0,2022-10-31
17258.0,2022-11-30
17955.0,2022-11-17
17029.0,2022-01-02
15372.0,2022-08-02
13446.0,2022-07-25
16608.0,2022-11-11
15561.0,2022-05-21
17108.0,2022-09-02
15425.0,2022-09-11
15538.0,2022-04-17
16136.0,2022-05-25
13421.0,2022-05-31
13587.0,2022-03-12
14970.0,2022-08-11
15272.0,2022-07-24
17285.0,2022-03-14
16838.0,2022-04-19
15964.0,2021-12-27
14909.0,2022-10-20
18179.0,2022-03-16
14943.0,2022-11-11
12426.0,2022-01-28
12391.0,2022-03-18
14282.0,2022-07-30
12380.0,2022-08-02
16330.0,2022-06-16
17136.0,2022-10-31
15371.0,2022-07-11
16544.0,2022-01-22
16860.0,2022-10-31
17241.0,2022-04-14
17442.0,2022-07-31
17644.0,2021-12-18
15323.0,2022-05-18
13802.0,2022-10-16
14369.0,2021-12-27
16359.0,2022-08-02
14989.0,2022-09-13
16584.0,2022-09-01
13407.0,2022-03-21
17171.0,2021-12-09
14639.0,2022-08-31
17778.0,2022-05-20
17789.0,2022-02-14
15325.0,2021-12-11
12960.0,2022-11-19
13503.0,2021-12-31
12972.0,2022-10-29
17931.0,2022-02-10
13842.0,2022-06-24
16911.0,2022-04-16
16774.0,2022-06-15
14944.0,2022-09-17
13659.0,2022-04-28
18285.0,2022-11-11
14244.0,2022-03-31
17560.0,2022-08-26
13613.0,2022-07-09
13115.0,2022-08-29
14276.0,2022-03-28
17426.0,2022-11-02
14584.0,2022-03-09
16447.0,2022-03-26
16938.0,2022-03-28
18218.0,2022-11-12
14322.0,2022-03-27
14495.0,2022-06-13
14890.0,2022-02-15
13773.0,2022-09-08
13020.0,2022-02-26
12993.0,2022-08-13
13431.0,2022-01-29
12898.0,2022-02-10
16170.0,2022-07-09
13579.0,2021-12-20
14152.0,2022-07-12
18178.0,2022-09-26
17763.0,2021-12-22
12891.0,2022-03-16
15693.0,2022-07-19
17721.0,2022-08-22
14686.0,2022-09-15
18153.0,2022-08-13
14783.0,2022-02-06
18257.0,2022-07-31
15306.0,2022-08-31
16487.0,2022-02-24
13333.0,2022-10-23
13957.0,2022-01-24
16574.0,2022-06-24
13604.0,2022-01-23
17145.0,2022-04-22
13662.0,2022-03-31
13552.0,2022-08-28
13191.0,2022-10-22
18283.0,2021-12-21
12416.0,2022-09-08
13761.0,2022-06-12
14878.0,2022-06-11
15988.0,2022-02-20
16693.0,2022-05-27
15774.0,2022-10-10
16948.0,2022-06-18
13980.0,2022-05-23
17332.0,2021-12-21
15928.0,2022-10-10
12945.0,2021-12-17
14602.0,2022-02-18
16273.0,2022-01-27
13163.0,2022-01-21
13540.0,2022-04-22
12360.0,2022-07-24
13434.0,2022-01-29
12389.0,2022-10-10
16619.0,2022-07-22
14997.0,2022-01-02
17439.0,2022-09-24
13217.0,2022-04-13
17195.0,2022-06-17
17081.0,2022-09-11
15754.0,2022-01-14
17259.0,2021-12-26
15673.0,2022-01-23
16071.0,2022-11-20
13340.0,2021-12-21
17829.0,2022-03-10
13513.0,2022-11-27
12727.0,2022-12-02
17667.0,2022-01-28
13330.0,2022-01-10
15493.0,2022-01-31
16416.0,2021-12-27
13052.0,2022-01-24
14726.0,2022-05-19
15295.0,2022-02-06
13772.0,2022-05-29
15241.0,2022-06-01
13490.0,2022-08-11
15955.0,2022-05-31
14681.0,2022-04-14
15290.0,2022-05-22
16388.0,2022-01-31
12482.0,2022-01-23
16406.0,2021-12-11
12998.0,2022-03-14
12907.0,2022-04-25
15439.0,2022-03-02
14284.0,2022-03-31
12909.0,2022-05-31
15659.0,2022-11-25
13765.0,2022-10-13
15058.0,2022-01-13
16208.0,2022-09-17
13944.0,2022-05-26
14535.0,2022-09-21
13469.0,2022-04-15
13104.0,2022-09-21
17358.0,2022-02-09
16118.0,2022-05-23
14006.0,2021-12-20
16471.0,2022-05-10
13334.0,2022-02-28
14740.0,2022-08-10
18009.0,2022-09-10
17863.0,2022-11-15
13771.0,2022-07-18
13240.0,2022-08-09
14402.0,2022-05-28
17200.0,2022-11-14
13935.0,2022-07-24
16677.0,2022-06-11
17534.0,2022-03-22
13652.0,2022-03-21
14770.0,2022-02-18
17207.0,2022-03-09
17883.0,2021-12-12
17011.0,2022-09-30
15366.0,2022-08-21
16631.0,2022-10-12
15124.0,2022-10-21
13598.0,2022-06-28
14177.0,2022-02-01
16913.0,2022-01-14
14459.0,2022-03-25
16807.0,2022-09-18
15477.0,2022-02-22
15569.0,2022-02-26
15149.0,2022-09-23
14807.0,2022-07-20
18046.0,2022-03-18
17760.0,2022-02-21
15990.0,2022-06-20
15664.0,2022-09-27
16939.0,2022-10-09
13561.0,2022-09-21
16283.0,2022-04-25
17373.0,2022-08-11
18069.0,2022-02-18
14798.0,2022-02-01
12598.0,2022-03-13
13010.0,2022-01-21
15219.0,2022-05-24
14131.0,2022-09-22
16511.0,2022-11-20
16037.0,2022-06-14
13018.0,2022-07-13
17305.0,2022-05-17
16521.0,2022-01-25
16519.0,2022-01-09
17359.0,2022-05-27
16731.0,2022-08-16
14257.0,2022-02-01
15603.0,2022-10-30
17116.0,2022-12-02
13911.0,2022-10-10
17330.0,2022-09-11
12731.0,2022-01-31
16946.0,2022-12-01
17477.0,2022-09-25
13797.0,2022-04-10
13126.0,2022-07-15
14818.0,2022-05-31
15927.0,2022-10-28
16960.0,2022-01-25
16177.0,2022-07-11
12809.0,2022-08-02
15606.0,2022-03-27
13593.0,2022-10-02
16520.0,2022-11-10
13793.0,2021-12-25
13663.0,2021-12-28
16947.0,2022-11-11
16099.0,2022-05-24
18148.0,2022-10-30
17020.0,2022-05-12
13873.0,2022-02-19
13294.0,2022-05-21
12594.0,2022-05-15
16461.0,2022-04-17
16636.0,2022-11-14
13214.0,2022-05-16
13722.0,2022-01-29
13595.0,2021-12-10
14142.0,2022-05-28
18152.0,2022-08-02
16285.0,2022-05-22
14157.0,2022-08-14
15875.0,2022-06-29
13835.0,2022-01-23
13377.0,2022-10-13
17049.0,2021-12-20
17930.0,2022-05-21
15084.0,2022-06-26
14097.0,2022-10-22
18151.0,2022-08-15
13879.0,2022-07-20
16859.0,2022-06-29
18272.0,2022-11-19
17847.0,2022-09-16
14018.0,2022-05-27
14426.0,2022-07-01
13881.0,2022-10-28
17159.0,2022-01-22
16096.0,2022-01-18
15030.0,2022-03-24
17448.0,2022-06-28
12371.0,2022-07-16
17718.0,2022-07-15
12399.0,2022-07-14
13280.0,2022-08-28
12568.0,2022-10-09
13476.0,2022-07-11
18226.0,2022-04-02
14957.0,2022-08-18
14186.0,2022-02-26
13544.0,2022-01-01
13515.0,2021-12-12
15094.0,2021-12-12
17190.0,2022-06-09
17006.0,2021-12-21
15630.0,2022-12-01
15978.0,2022-05-22
14852.0,2022-08-31
15929.0,2022-01-18
14233.0,2022-04-19
13799.0,2022-11-29
16331.0,2022-04-18
14172.0,2021-12-10
13201.0,2022-11-18
13508.0,2022-06-09
16271.0,2022-08-11
15443.0,2022-11-30
14205.0,2022-06-02
14877.0,2022-01-24
18253.0,2022-06-21
13764.0,2022-04-15
17236.0,2022-06-18
17589.0,2022-05-28
17734.0,2022-07-11
13276.0,2022-10-17
16466.0,2022-01-12
12530.0,2022-09-14
15631.0,2022-05-29
18029.0,2022-09-30
16984.0,2022-07-25
16310.0,2021-12-26
16534.0,2022-03-31
17158.0,2022-03-31
12369.0,2022-11-18
14493.0,2021-12-25
15847.0,2022-01-29
17298.0,2022-03-22
15791.0,2022-05-23
12765.0,2021-12-21
17682.0,2022-05-22
12825.0,2022-08-15
17325.0,2022-04-08
16754.0,2022-06-11
13157.0,2022-06-29
17542.0,2022-06-17
17857.0,2021-12-19
12514.0,2021-12-31
17960.0,2022-09-14
16628.0,2022-06-23
17289.0,2022-10-02
17025.0,2022-11-19
16537.0,2022-02-17
17488.0,2022-03-31
16681.0,2022-08-09
13454.0,2022-08-09
16275.0,2022-04-22
16568.0,2022-01-17
18245.0,2021-12-24
17002.0,2022-05-16
17661.0,2022-04-26
17438.0,2022-01-28
15250.0,2022-02-10
16182.0,2022-07-21
17266.0,2022-05-24
15437.0,2022-07-14
12495.0,2022-09-20
15921.0,2021-12-30
18039.0,2022-11-09
17907.0,2022-10-17
14147.0,2022-09-16
15722.0,2022-10-25
13627.0,2022-08-28
16854.0,2022-10-24
13283.0,2022-01-18
16707.0,2022-07-16
16756.0,2022-09-17
12542.0,2022-08-18
14676.0,2022-06-18
13316.0,2022-07-25
12638.0,2021-12-14
13484.0,2022-08-14
16846.0,2022-01-18
17348.0,2022-05-29
13566.0,2022-05-25
14924.0,2022-07-17
14403.0,2022-10-11
16258.0,2022-06-18
13305.0,2021-12-17
15558.0,2022-10-13
16611.0,2022-01-22
17338.0,2022-06-02
14060.0,2022-02-28
12954.0,2022-03-24
16387.0,2022-01-18
13715.0,2022-09-08
14745.0,2022-05-31
15221.0,2022-07-13
15008.0,2022-02-06
17065.0,2022-06-18
17228.0,2022-03-15
17588.0,2022-02-07
16347.0,2022-05-01
13795.0,2022-05-14
14824.0,2021-12-31
12692.0,2022-04-24
15941.0,2022-01-01
13824.0,2022-06-27
13724.0,2022-08-11
13573.0,2022-07-10
16586.0,2022-07-31
15994.0,2022-03-30
13183.0,2022-02-25
18149.0,2022-01-28
13688.0,2022-01-02
15665.0,2022-07-14
17849.0,2022-02-06
14857.0,2022-06-15
14645.0,2022-10-20
14315.0,2021-12-20
18135.0,2022-06-08
15117.0,2022-11-01
13530.0,2022-06-02
14534.0,2022-10-31
16242.0,2022-05-14
14195.0,2022-09-27
13600.0,2022-07-12
15227.0,2022-09-01
15123.0,2022-11-10
12366.0,2022-05-14
15946.0,2022-08-25
14873.0,2022-09-30
14604.0,2022-06-29
18063.0,2022-06-01
14496.0,2022-01-30
12701.0,2022-06-02
17478.0,2022-05-17
14872.0,2022-10-25
17568.0,2022-02-12
17479.0,2022-02-15
16652.0,2022-09-02
13612.0,2022-01-15
16777.0,2022-09-14
13275.0,2022-04-25
18196.0,2021-12-19
17933.0,2022-04-13
13371.0,2022-07-18
16254.0,2022-05-20
13406.0,2022-07-20
15775.0,2022-07-18
16336.0,2022-05-19
18131.0,2022-10-25
16571.0,2022-07-21
18187.0,2022-11-10
14427.0,2022-03-01
16977.0,2022-06-08
15819.0,2022-10-21
14651.0,2022-01-22
15918.0,2022-01-22
14400.0,2022-07-21
13057.0,2022-06-08
16385.0,2022-05-25
13243.0,2022-09-20
15496.0,2022-06-19
16303.0,2022-09-01
16108.0,2021-12-26
17349.0,2022-12-02
13128.0,2022-11-23
18247.0,2022-03-12
16943.0,2022-08-29
16668.0,2022-08-12
16199.0,2021-12-17
13230.0,2022-11-02
13150.0,2021-12-24
17838.0,2021-12-09
17738.0,2022-07-02
16716.0,2022-10-14
16008.0,2022-09-13
15760.0,2022-08-02
14851.0,2022-08-13
17673.0,2021-12-21
17445.0,2022-08-23
14939.0,2021-12-18
13464.0,2021-12-29
16508.0,2021-12-15
16514.0,2022-08-24
14832.0,2022-09-30
12418.0,2022-09-14
14316.0,2021-12-21
12908.0,2022-07-21
15650.0,2022-03-12
18085.0,2022-07-31
17133.0,2022-08-11
17472.0,2022-08-25
13466.0,2022-11-28
17587.0,2022-03-29
17051.0,2022-02-07
16039.0,2022-10-13
16397.0,2022-04-01
12796.0,2022-09-18
18078.0,2022-08-24
12368.0,2021-12-15
13451.0,2022-10-25
12639.0,2022-09-12
14928.0,2022-09-17
17552.0,2022-04-18
13151.0,2022-08-10
16132.0,2022-08-14
13482.0,2022-01-21
14175.0,2022-05-17
13357.0,2022-08-18
14355.0,2021-12-28
14464.0,2022-04-29
16441.0,2022-08-19
17640.0,2022-10-20
13706.0,2022-05-09
14596.0,2022-02-01
15105.0,2022-10-30
16970.0,2022-11-20
14166.0,2022-03-18
16578.0,2022-07-09
16615.0,2022-06-27
12918.0,2022-10-18
13445.0,2022-02-08
14762.0,2022-11-27
16669.0,2022-10-25
14344.0,2021-12-22
16994.0,2022-04-16
15869.0,2022-04-25
13896.0,2021-12-29
18189.0,2022-12-02
13252.0,2022-01-16
16077.0,2022-12-02
13988.0,2022-08-18
12742.0,2022-02-18
16002.0,2022-01-16
14729.0,2022-10-31
15086.0,2022-06-24
16444.0,2022-07-18
14026.0,2022-04-23
15447.0,2022-03-28
16741.0,2022-10-31
17072.0,2022-03-28
14202.0,2022-02-21
14947.0,2022-03-22
15374.0,2022-08-02
13849.0,2022-04-08
15896.0,2022-09-22
13100.0,2021-12-14
17001.0,2022-12-02
16090.0,2022-02-21
13969.0,2022-03-12
17301.0,2022-09-29
13900.0,2022-10-16
13285.0,2022-09-28
12870.0,2022-07-28
15027.0,2022-03-01
16794.0,2022-10-31
13409.0,2021-12-30
13401.0,2022-06-15
17484.0,2022-01-01
14313.0,2022-08-10
12726.0,2022-09-21
13187.0,2022-11-17
13705.0,2022-03-23
14704.0,2022-04-08
12791.0,2022-01-01
15698.0,2022-04-09
14330.0,2022-07-20
16286.0,2022-04-23
15789.0,2022-03-17
18188.0,2022-03-19
17582.0,2022-09-21
18166.0,2022-11-01
14994.0,2022-04-08
18215.0,2022-10-22
16493.0,2022-06-18
16601.0,2022-06-12
14537.0,2022-05-09
13117.0,2022-04-01
14074.0,2022-03-19
12477.0,2022-06-08
15249.0,2022-05-26
14253.0,2022-05-01
16833.0,2022-04-10
15552.0,2022-01-25
15848.0,2022-10-28
13053.0,2022-07-20
15289.0,2022-09-11
17827.0,2022-01-10
14378.0,2022-08-19
14805.0,2021-12-30
16934.0,2022-10-22
16784.0,2022-09-24
12910.0,2022-09-13
15068.0,2022-10-10
17518.0,2022-07-25
14101.0,2022-07-30
15423.0,2022-11-24
14572.0,2022-10-15
15570.0,2022-02-25
17068.0,2022-04-30
13684.0,2022-09-08
14078.0,2022-01-01
15231.0,2022-03-11
16666.0,2022-08-10
14583.0,2022-02-26
14809.0,2022-06-22
15141.0,2022-07-23
13113.0,2022-04-14
15981.0,2022-03-20
16532.0,2021-12-15
17994.0,2022-09-11
16456.0,2022-11-21
16502.0,2022-05-27
17046.0,2022-11-21
12496.0,2022-01-22
16036.0,2022-09-14
16176.0,2022-01-31
13412.0,2021-12-19
17664.0,2022-08-31
16455.0,2022-03-01
17676.0,2022-05-29
13051.0,2022-03-28
12990.0,2022-08-31
12861.0,2022-07-10
14935.0,2022-10-21
15029.0,2022-06-11
15715.0,2022-11-19
15575.0,2022-11-27
17586.0,2022-03-22
17464.0,2022-05-27
17217.0,2021-12-27
14235.0,2022-02-12
15122.0,2022-09-28
14492.0,2022-11-10
14882.0,2022-07-30
15742.0,2021-12-09
13856.0,2022-09-29
16658.0,2021-12-14
13676.0,2022-02-09
17602.0,2022-08-26
18025.0,2022-08-16
15792.0,2022-07-02
15216.0,2022-03-15
13803.0,2021-12-21
18093.0,2022-06-10
17889.0,2022-06-29
14706.0,2022-05-10
13179.0,2022-06-30
15741.0,2022-06-20
16133.0,2022-10-17
13059.0,2022-11-15
18056.0,2022-07-28
16845.0,2022-09-09
15454.0,2022-03-10
15800.0,2022-11-24
15125.0,2022-06-10
16847.0,2022-01-14
13219.0,2021-12-14
13361.0,2021-12-28
14893.0,2022-04-27
12662.0,2022-10-19
15689.0,2022-02-23
16377.0,2022-04-19
14916.0,2022-06-26
13582.0,2022-06-27
18241.0,2022-11-24
15173.0,2022-09-30
13196.0,2022-08-31
14200.0,2022-11-14
15997.0,2022-04-19
16130.0,2022-10-12
14692.0,2022-06-17
17993.0,2021-12-13
13750.0,2022-03-22
14049.0,2022-07-15
16054.0,2022-05-30
17669.0,2022-08-01
14835.0,2022-07-01
14694.0,2022-09-01
14489.0,2022-07-27
18173.0,2022-11-15
15215.0,2021-12-21
15770.0,2022-03-09
14035.0,2022-03-11
13939.0,2022-06-27
13710.0,2021-12-14
16654.0,2022-01-24
13071.0,2021-12-16
14825.0,2022-07-02
14265.0,2022-02-10
13432.0,2021-12-17
13207.0,2022-06-22
17563.0,2022-11-30
15252.0,2022-05-26
12770.0,2022-03-17
13632.0,2022-10-28
16941.0,2022-04-19
14264.0,2022-08-20
12643.0,2022-02-10
15112.0,2022-09-24
13723.0,2022-08-20
15201.0,2022-03-14
12821.0,2022-04-25
13640.0,2022-08-14
16369.0,2022-05-01
17497.0,2022-10-09
14758.0,2022-09-02
13852.0,2022-11-25
17553.0,2022-11-12
14145.0,2022-08-20
14855.0,2022-03-15
16053.0,2021-12-17
13712.0,2022-06-14
14918.0,2022-07-11
14813.0,2022-09-21
13278.0,2022-07-14
14450.0,2021-12-21
14533.0,2022-02-07
15613.0,2022-02-25
17746.0,2022-02-16
17110.0,2022-06-22
17805.0,2022-10-14
15062.0,2022-07-23
15129.0,2021-12-09
13197.0,2022-09-21
16040.0,2022-05-13
18246.0,2022-05-23
16341.0,2022-01-22
16944.0,2022-04-12
12786.0,2022-05-11
13080.0,2022-04-25
15331.0,2022-03-26
17609.0,2022-02-06
16276.0,2022-04-15
14275.0,2022-08-09
16814.0,2022-07-31
12481.0,2022-01-22
17608.0,2022-02-09
13180.0,2022-09-17
14011.0,2022-09-08
16372.0,2022-06-27
17221.0,2022-11-08
15067.0,2022-08-24
14430.0,2022-09-14
12935.0,2022-06-01
12590.0,2021-12-30
